I_q1_1;Q_q1_1
0,0015945285558700600;-0,0006183944642543790
-5,28581440448761E-05;-0,0009393505752086640
0,002990901470184330;-0,0011500939726829500
0,004311852157115940;-0,0018828622996807100
0,002665173262357710;0,00039586424827575700
0,0013586990535259200;-0,0017848871648311600
-0,0011801943182945300;-0,004007913172245030
-0,002484053373336790;-0,0007886812090873720
0,0028909295797348000;-0,0015745759010314900
-0,0009293816983699800;-0,005049064755439760
-0,0009351260960102080;-0,002275381237268450
0,0005206689238548280;-0,003371249884366990
-0,0004284903407096860;-0,000875469297170639
0,001116722822189330;-0,0017075203359127000
0,0032512210309505500;-0,00018224120140075700
0,00025366246700286900;-0,001296021044254300
-5,37484884262085E-05;-0,0007634907960891720
0,0035386569797992700;-0,003328811377286910
0,0015945285558700600;-0,0006183944642543790
-5,28581440448761E-05;-0,0009393505752086640
0,002990901470184330;-0,0011500939726829500
0,004311852157115940;-0,0018828622996807100
0,002665173262357710;0,00039586424827575700
0,0013586990535259200;-0,0017848871648311600
-0,0011801943182945300;-0,004007913172245030
-0,002484053373336790;-0,0007886812090873720
0,0028909295797348000;-0,0015745759010314900
-0,0009293816983699800;-0,005049064755439760
0,0010336749255657200;-0,0010025352239608800
0,0036534518003463700;-0,003366094082593920
-0,0017097070813179000;-0,003727637231349950
-0,0019025877118110700;-0,0027769654989242600
0,0022381655871868100;-0,0013134516775608100
0,0037035830318927800;-0,0008178949356079100
0,0029232725501060500;-0,002061709761619570
0,0017302893102169000;-0,002843521535396580
-0,0013108663260936700;0,001224566251039510
-0,0018291249871254000;-0,0018220357596874200
0,0018340833485126500;0,0010803565382957500
-0,00207456573843956;-0,0002632997930049900
0,001533959060907360;0,0003173351287841800
4,18797135353088E-05;-0,0025800876319408400
-0,000673297792673111;-0,00035416334867477400
-0,0014114566147327400;-0,004105329513549810
0,0018492639064788800;-0,0023528635501861600
0,003104019910097120;-0,0024504512548446700
0,003715910017490390;0,0007332116365432740
0,00198301300406456;-0,002358831465244290
0,003999620676040650;-0,0008214600384235380
0,005106724798679350;-0,0019304156303405800
-0,0017963089048862500;-0,0008337907493114470
-0,0008570924401283260;-0,0014452449977397900
-0,0018149279057979600;-0,002385079860687260
-0,0014054514467716200;-0,0013375990092754400
0,0006012916564941410;-0,00043265148997306800
-0,0017127767205238300;-0,0009438395500183110
-0,0006609447300434110;-0,0003730356693267820
0,0034084171056747400;-0,0036675110459327700
-0,00035207346081733700;-0,000736672431230545
-0,001266583800315860;-0,00020367279648780800
-0,001354079693555830;-0,0017246492207050300
-0,0006649009883403780;-0,001782979816198350
0,001119811087846760;-0,001365363597869870
0,002897895872592930;-0,0011846870183944700
0,002283260226249700;-0,0022971518337726600
0,0006724707782268520;-0,003461729735136030
0,0015457868576049800;-0,0033203326165676100
-0,00047350674867630000;-0,00041290000081062300
0,000665225088596344;-0,003473367542028430
0,0024431198835372900;-0,000501580536365509
0,0004454180598258970;0,0005147308111190800
0,0007621943950653080;-0,0019590146839618700
-0,001698426902294160;-0,0014580897986888900
0,0026136599481105800;-0,00037582218647003200
-0,0010425709187984500;-0,0012265220284462000
0,0018189512193203000;-0,004116851836442950
0,0020463429391384100;-0,001104552298784260
0,0019035041332244900;-0,001156143844127660
0,003270510584115980;-0,0029331669211387600
0,0035956166684627500;-0,0030779801309108700
0,0037494823336601300;-0,0010372400283813500
0,0019443631172180200;-0,0023757368326187100
0,0013267584145069100;-0,0021573007106781000
0,002289261668920520;-0,0030930042266845700
-0,001882549375295640;0,0016109831631183600
0,003704722970724110;-0,0023769475519657100
-0,00042385607957840000;-0,0016372241079807300
0,003261469304561620;-0,002731502056121830
0,0017293579876422900;-0,00219673290848732
-0,0015042871236801100;-0,004790637642145160
-0,002126067876815800;-0,0017668195068836200
0,0026692114770412400;-0,0025223828852176700
0,003406871110200880;-0,0013118311762809800
0,003092978149652480;-0,0005822889506816860
0,0009426772594451900;-0,002278517931699750
